country,year,est
taiwan,1958,NA
taiwan,1959,NA
taiwan,1960,50
taiwan,1961,NA
taiwan,1962,NA
taiwan,1963,NA
taiwan,1964,NA
taiwan,1965,50
taiwan,1966,NA
taiwan,1967,NA
taiwan,1968,50
taiwan,1969,NA
taiwan,1970,NA
taiwan,1971,0
taiwan,1972,NA
taiwan,1973,NA
taiwan,1974,NA
taiwan,1975,NA
tanganyika,1947,NA
tanganyika,1952,NA
tanganyika,1956,NA
tanganyika,1957,NA
tanganyika,1958,NA
tanganyika,1959,NA
tanganyika,1960,NA
tanganyika,1961,NA
tanganyika,1962,NA
tanganyika,1963,0
tanganyika,1964,0
tanganyika,1965,NA
tanganyika,1966,NA
tanganyika,1967,NA
tanganyika,1968,NA
tanganyika,1969,NA
tanganyika,1970,NA
tanganyika,1971,NA
tanganyika,1972,NA
tanganyika,1973,NA
tanganyika,1974,NA
tanganyika,1975,NA
tanzania,1947,NA
tanzania,1952,NA
tanzania,1956,NA
tanzania,1957,NA
tanzania,1958,NA
tanzania,1959,NA
tanzania,1960,0
tanzania,1961,NA
tanzania,1962,NA
tanzania,1963,NA
tanzania,1964,NA
tanzania,1965,0
tanzania,1966,0
tanzania,1967,0
tanzania,1968,0
tanzania,1969,0
tanzania,1970,0
tanzania,1971,0
tanzania,1972,0
tanzania,1973,NA
tanzania,1974,NA
tanzania,1975,NA
thailand,1947,NA
thailand,1952,NA
thailand,1956,NA
thailand,1957,NA
thailand,1958,NA
thailand,1959,NA
thailand,1960,4000
thailand,1961,NA
thailand,1962,NA
thailand,1963,NA
thailand,1964,NA
thailand,1965,NA
thailand,1966,NA
thailand,1967,NA
thailand,1968,1975
thailand,1969,2500
thailand,1970,1000
thailand,1971,2675
thailand,1972,1000
thailand,1973,1000
thailand,1974,4700
thailand,1975,8300
the gambia,1947,NA
the gambia,1952,NA
the gambia,1956,NA
the gambia,1957,NA
the gambia,1958,NA
the gambia,1959,NA
the gambia,1960,NA
the gambia,1961,NA
the gambia,1962,NA
the gambia,1963,NA
the gambia,1964,NA
the gambia,1965,NA
the gambia,1966,NA
the gambia,1967,NA
the gambia,1968,0
the gambia,1969,NA
the gambia,1970,NA
the gambia,1971,NA
the gambia,1972,NA
the gambia,1973,NA
the gambia,1974,NA
the gambia,1975,NA
the netherlands,1947,NA
the netherlands,1952,NA
the netherlands,1956,NA
the netherlands,1957,NA
the netherlands,1958,NA
the netherlands,1959,NA
the netherlands,1960,NA
the netherlands,1961,NA
the netherlands,1962,NA
the netherlands,1963,NA
the netherlands,1964,NA
the netherlands,1965,NA
the netherlands,1966,NA
the netherlands,1967,NA
the netherlands,1968,11500
the netherlands,1969,11500
the netherlands,1970,11000
the netherlands,1971,NA
the netherlands,1972,NA
the netherlands,1973,NA
the netherlands,1974,NA
the netherlands,1975,NA
the peoples republic of south yemen (see arabian peninsula),1947,NA
the peoples republic of south yemen (see arabian peninsula),1952,NA
the peoples republic of south yemen (see arabian peninsula),1956,NA
the peoples republic of south yemen (see arabian peninsula),1957,NA
the peoples republic of south yemen (see arabian peninsula),1958,NA
the peoples republic of south yemen (see arabian peninsula),1959,NA
the peoples republic of south yemen (see arabian peninsula),1960,NA
the peoples republic of south yemen (see arabian peninsula),1961,NA
the peoples republic of south yemen (see arabian peninsula),1962,NA
the peoples republic of south yemen (see arabian peninsula),1963,NA
the peoples republic of south yemen (see arabian peninsula),1964,NA
the peoples republic of south yemen (see arabian peninsula),1965,NA
the peoples republic of south yemen (see arabian peninsula),1966,NA
the peoples republic of south yemen (see arabian peninsula),1967,NA
the peoples republic of south yemen (see arabian peninsula),1968,NA
the peoples republic of south yemen (see arabian peninsula),1969,NA
the peoples republic of south yemen (see arabian peninsula),1970,NA
the peoples republic of south yemen (see arabian peninsula),1971,NA
the peoples republic of south yemen (see arabian peninsula),1972,NA
the peoples republic of south yemen (see arabian peninsula),1973,NA
the peoples republic of south yemen (see arabian peninsula),1974,NA
the peoples republic of south yemen (see arabian peninsula),1975,NA
the west indies,1947,NA
the west indies,1952,NA
the west indies,1956,NA
the west indies,1957,NA
the west indies,1958,NA
the west indies,1959,NA
the west indies,1960,NA
the west indies,1961,NA
the west indies,1962,NA
the west indies,1963,0
the west indies,1964,NA
the west indies,1965,NA
the west indies,1966,NA
the west indies,1967,NA
the west indies,1968,NA
the west indies,1969,NA
the west indies,1970,NA
the west indies,1971,NA
the west indies,1972,NA
the west indies,1973,NA
the west indies,1974,NA
the west indies,1975,NA
the yemen,1947,NA
the yemen,1952,NA
the yemen,1956,NA
the yemen,1957,NA
the yemen,1958,NA
the yemen,1959,NA
the yemen,1960,NA
the yemen,1961,NA
the yemen,1962,NA
the yemen,1963,0
the yemen,1964,NA
the yemen,1965,NA
the yemen,1966,NA
the yemen,1967,NA
the yemen,1968,NA
the yemen,1969,NA
the yemen,1970,NA
the yemen,1971,NA
the yemen,1972,NA
the yemen,1973,NA
the yemen,1974,NA
the yemen,1975,NA
togo,1947,NA
togo,1952,NA
togo,1956,NA
togo,1957,NA
togo,1958,NA
togo,1959,NA
togo,1960,50
togo,1961,NA
togo,1962,NA
togo,1963,0
togo,1964,0
togo,1965,0
togo,1966,0
togo,1967,0
togo,1968,0
togo,1969,0
togo,1970,0
togo,1971,0
togo,1972,NA
togo,1973,NA
togo,1974,NA
togo,1975,NA
togo (see council of the entente),1947,NA
togo (see council of the entente),1952,NA
togo (see council of the entente),1956,NA
togo (see council of the entente),1957,NA
togo (see council of the entente),1958,NA
togo (see council of the entente),1959,NA
togo (see council of the entente),1960,NA
togo (see council of the entente),1961,NA
togo (see council of the entente),1962,NA
togo (see council of the entente),1963,NA
togo (see council of the entente),1964,NA
togo (see council of the entente),1965,NA
togo (see council of the entente),1966,NA
togo (see council of the entente),1967,NA
togo (see council of the entente),1968,NA
togo (see council of the entente),1969,NA
togo (see council of the entente),1970,NA
togo (see council of the entente),1971,NA
togo (see council of the entente),1972,0
togo (see council of the entente),1973,NA
togo (see council of the entente),1974,NA
togo (see council of the entente),1975,NA
total,1947,18634500
total,1952,NA
total,1956,NA
total,1957,NA
total,1958,NA
total,1959,NA
total,1960,35000000
total,1961,NA
total,1962,NA
total,1963,NA
total,1964,NA
total,1965,45000000
total,1966,NA
total,1967,NA
total,1968,45055700
total,1969,NA
total,1970,NA
total,1971,NA
total,1972,NA
total,1973,NA
total,1974,NA
total,1975,NA
trinidad,1947,NA
trinidad,1952,NA
trinidad,1956,NA
trinidad,1957,NA
trinidad,1958,NA
trinidad,1959,NA
trinidad,1960,NA
trinidad,1961,NA
trinidad,1962,NA
trinidad,1963,0
trinidad,1964,NA
trinidad,1965,NA
trinidad,1966,NA
trinidad,1967,NA
trinidad,1968,NA
trinidad,1969,NA
trinidad,1970,NA
trinidad,1971,NA
trinidad,1972,NA
trinidad,1973,NA
trinidad,1974,NA
trinidad,1975,NA
trinidad & tobago,1947,NA
trinidad & tobago,1952,NA
trinidad & tobago,1956,NA
trinidad & tobago,1957,NA
trinidad & tobago,1958,NA
trinidad & tobago,1959,NA
trinidad & tobago,1960,NA
trinidad & tobago,1961,NA
trinidad & tobago,1962,NA
trinidad & tobago,1963,NA
trinidad & tobago,1964,0
trinidad & tobago,1965,0
trinidad & tobago,1966,0
trinidad & tobago,1967,0
trinidad & tobago,1968,NA
trinidad & tobago,1969,NA
trinidad & tobago,1970,NA
trinidad & tobago,1971,NA
trinidad & tobago,1972,NA
trinidad & tobago,1973,NA
trinidad & tobago,1974,NA
trinidad & tobago,1975,NA
trinidad and tobago,1947,NA
trinidad and tobago,1952,NA
trinidad and tobago,1956,NA
trinidad and tobago,1957,NA
trinidad and tobago,1958,NA
trinidad and tobago,1959,NA
trinidad and tobago,1960,75
trinidad and tobago,1961,NA
trinidad and tobago,1962,NA
trinidad and tobago,1963,NA
trinidad and tobago,1964,NA
trinidad and tobago,1965,50
trinidad and tobago,1966,NA
trinidad and tobago,1967,NA
trinidad and tobago,1968,0
trinidad and tobago,1969,0
trinidad and tobago,1970,0
trinidad and tobago,1971,0
trinidad and tobago,1972,0
trinidad and tobago,1973,NA
trinidad and tobago,1974,NA
trinidad and tobago,1975,NA
tunisia,1947,20000
tunisia,1952,NA
tunisia,1956,NA
tunisia,1957,NA
tunisia,1958,NA
tunisia,1959,NA
tunisia,1960,400
tunisia,1961,NA
tunisia,1962,NA
tunisia,1963,1000
tunisia,1964,1000
tunisia,1965,1000
tunisia,1966,250
tunisia,1967,250
tunisia,1968,100
tunisia,1969,100
tunisia,1970,100
tunisia,1971,100
tunisia,1972,100
tunisia,1973,100
tunisia,1974,100
tunisia,1975,100
turkey,1947,NA
turkey,1952,NA
turkey,1956,NA
turkey,1957,NA
turkey,1958,NA
turkey,1959,NA
turkey,1960,NA
turkey,1961,NA
turkey,1962,NA
turkey,1963,500
turkey,1964,1000
turkey,1965,1000
turkey,1966,1250
turkey,1967,2000
turkey,1968,1250
turkey,1969,1250
turkey,1970,1250
turkey,1971,1425
turkey,1972,1250
turkey,1973,1250
turkey,1974,5000
turkey,1975,NA
uganda,1947,NA
uganda,1952,NA
uganda,1956,NA
uganda,1957,NA
uganda,1958,NA
uganda,1959,NA
uganda,1960,0
uganda,1961,NA
uganda,1962,NA
uganda,1963,0
uganda,1964,0
uganda,1965,0
uganda,1966,0
uganda,1967,0
uganda,1968,0
uganda,1969,0
uganda,1970,0
uganda,1971,0
uganda,1972,0
uganda,1973,NA
uganda,1974,NA
uganda,1975,NA
uk,1947,43500
uk,1952,NA
uk,1956,NA
uk,1957,NA
uk,1958,NA
uk,1959,NA
uk,1960,26000
uk,1961,NA
uk,1962,NA
uk,1963,32500
uk,1964,34372
uk,1965,34372
uk,1966,33734
uk,1967,33240
uk,1968,32547
uk,1969,32562
uk,1970,30600
uk,1971,32000
uk,1972,29000
uk,1973,29000
uk,1974,NA
uk,1975,NA
united arab emirates,1947,NA
united arab emirates,1952,NA
united arab emirates,1956,NA
united arab emirates,1957,NA
united arab emirates,1958,NA
united arab emirates,1959,NA
united arab emirates,1960,NA
united arab emirates,1961,NA
united arab emirates,1962,NA
united arab emirates,1963,NA
united arab emirates,1964,NA
united arab emirates,1965,NA
united arab emirates,1966,NA
united arab emirates,1967,NA
united arab emirates,1968,NA
united arab emirates,1969,NA
united arab emirates,1970,NA
united arab emirates,1971,NA
united arab emirates,1972,0
united arab emirates,1973,NA
united arab emirates,1974,NA
united arab emirates,1975,NA
united arab republic,1947,NA
united arab republic,1952,NA
united arab republic,1956,NA
united arab republic,1957,NA
united arab republic,1958,NA
united arab republic,1959,NA
united arab republic,1960,1000
united arab republic,1961,NA
united arab republic,1962,NA
united arab republic,1963,1000
united arab republic,1964,1000
united arab republic,1965,1000
united arab republic,1966,0
united arab republic,1967,0
united arab republic,1968,0
united arab republic,1969,0
united arab republic,1970,0
united arab republic,1971,450
united arab republic,1972,NA
united arab republic,1973,NA
united arab republic,1974,NA
united arab republic,1975,NA
upper volta,1947,NA
upper volta,1952,NA
upper volta,1956,NA
upper volta,1957,NA
upper volta,1958,NA
upper volta,1959,NA
upper volta,1960,NA
upper volta,1961,NA
upper volta,1962,NA
upper volta,1963,0
upper volta,1964,0
upper volta,1965,0
upper volta,1966,0
upper volta,1967,0
upper volta,1968,0
upper volta,1969,0
upper volta,1970,0
upper volta,1971,0
upper volta,1972,0
upper volta,1973,NA
upper volta,1974,NA
upper volta,1975,NA
uruguay,1947,15000
uruguay,1952,10000
uruguay,1956,5000
uruguay,1957,3000
uruguay,1958,3000
uruguay,1959,5000
uruguay,1960,4500
uruguay,1961,3000
uruguay,1962,5000
uruguay,1963,7000
uruguay,1964,10000
uruguay,1965,10000
uruguay,1966,12500
uruguay,1967,18000
uruguay,1968,21000
uruguay,1969,20500
uruguay,1970,20000
uruguay,1971,24500
uruguay,1972,21000
uruguay,1973,26000
uruguay,1974,31250
uruguay,1975,30000
usa,1947,75000
usa,1952,NA
usa,1956,NA
usa,1957,NA
usa,1958,NA
usa,1959,NA
usa,1960,NA
usa,1961,NA
usa,1962,NA
usa,1963,NA
usa,1964,NA
usa,1965,NA
usa,1966,NA
usa,1967,NA
usa,1968,13000
usa,1969,NA
usa,1970,NA
usa,1971,13100
usa,1972,NA
usa,1973,NA
usa,1974,13000
usa,1975,16000
ussr,1947,6000000
ussr,1952,NA
ussr,1956,NA
ussr,1957,NA
ussr,1958,NA
ussr,1959,NA
ussr,1960,8366000
ussr,1961,NA
ussr,1962,NA
ussr,1963,10000000
ussr,1964,11000000
ussr,1965,12000000
ussr,1966,12000000
ussr,1967,12471079
ussr,1968,13223963
ussr,1969,13500000
ussr,1970,14000000
ussr,1971,14254000
ussr,1972,14455000
ussr,1973,14700000
ussr,1974,14821031
ussr,1975,14970000
venezuela,1947,20000
venezuela,1952,10000
venezuela,1956,10000
venezuela,1957,9000
venezuela,1958,35000
venezuela,1959,40000
venezuela,1960,40000
venezuela,1961,20000
venezuela,1962,30000
venezuela,1963,30000
venezuela,1964,30000
venezuela,1965,26666.666666666668
venezuela,1966,15000
venezuela,1967,7500
venezuela,1968,5000
venezuela,1969,6500
venezuela,1970,8000
venezuela,1971,8058.333333333333
venezuela,1972,8000
venezuela,1973,7750
venezuela,1974,6750
venezuela,1975,6000
"vietnam, north",1947,NA
"vietnam, north",1952,NA
"vietnam, north",1956,NA
"vietnam, north",1957,NA
"vietnam, north",1958,NA
"vietnam, north",1959,NA
"vietnam, north",1960,NA
"vietnam, north",1961,NA
"vietnam, north",1962,NA
"vietnam, north",1963,NA
"vietnam, north",1964,600000
"vietnam, north",1965,570000
"vietnam, north",1966,700000
"vietnam, north",1967,760000
"vietnam, north",1968,760000
"vietnam, north",1969,766000
"vietnam, north",1970,766000
"vietnam, north",1971,NA
"vietnam, north",1972,1100000
"vietnam, north",1973,1100000
"vietnam, north",1974,NA
"vietnam, north",1975,NA
"vietnam, republic of",1947,NA
"vietnam, republic of",1952,NA
"vietnam, republic of",1956,NA
"vietnam, republic of",1957,NA
"vietnam, republic of",1958,NA
"vietnam, republic of",1959,NA
"vietnam, republic of",1960,NA
"vietnam, republic of",1961,NA
"vietnam, republic of",1962,NA
"vietnam, republic of",1963,NA
"vietnam, republic of",1964,NA
"vietnam, republic of",1965,NA
"vietnam, republic of",1966,NA
"vietnam, republic of",1967,NA
"vietnam, republic of",1968,NA
"vietnam, republic of",1969,NA
"vietnam, republic of",1970,NA
"vietnam, republic of",1971,NA
"vietnam, republic of",1972,NA
"vietnam, republic of",1973,NA
"vietnam, republic of",1974,NA
"vietnam, republic of",1975,NA
"vietnam, south",1947,NA
"vietnam, south",1952,NA
"vietnam, south",1956,NA
"vietnam, south",1957,NA
"vietnam, south",1958,NA
"vietnam, south",1959,NA
"vietnam, south",1960,NA
"vietnam, south",1961,NA
"vietnam, south",1962,NA
"vietnam, south",1963,NA
"vietnam, south",1964,20000
"vietnam, south",1965,31000
"vietnam, south",1966,31000
"vietnam, south",1967,NA
"vietnam, south",1968,NA
"vietnam, south",1969,NA
"vietnam, south",1970,NA
"vietnam, south",1971,NA
"vietnam, south",1972,NA
"vietnam, south",1973,NA
"vietnam, south",1974,NA
"vietnam, south",1975,NA
west berlin,1947,NA
west berlin,1952,NA
west berlin,1956,NA
west berlin,1957,NA
west berlin,1958,NA
west berlin,1959,NA
west berlin,1960,5000
west berlin,1961,NA
west berlin,1962,NA
west berlin,1963,NA
west berlin,1964,NA
west berlin,1965,NA
west berlin,1966,NA
west berlin,1967,NA
west berlin,1968,6000
west berlin,1969,NA
west berlin,1970,NA
west berlin,1971,6500
west berlin,1972,NA
west berlin,1973,NA
west berlin,1974,8000
west berlin,1975,8000
west germany,1947,350000
west germany,1952,NA
west germany,1956,NA
west germany,1957,NA
west germany,1958,NA
west germany,1959,NA
west germany,1960,50000
west germany,1961,NA
west germany,1962,NA
west germany,1963,NA
west germany,1964,NA
west germany,1965,50000
west germany,1966,NA
west germany,1967,NA
west germany,1968,7000
west germany,1969,NA
west germany,1970,NA
west germany,1971,22500
west germany,1972,NA
west germany,1973,NA
west germany,1974,NA
west germany,1975,NA
west indies (british),1947,NA
west indies (british),1952,NA
west indies (british),1956,NA
west indies (british),1957,NA
west indies (british),1958,NA
west indies (british),1959,NA
west indies (british),1960,NA
west indies (british),1961,NA
west indies (british),1962,NA
west indies (british),1963,NA
west indies (british),1964,0
west indies (british),1965,0
west indies (british),1966,NA
west indies (british),1967,NA
west indies (british),1968,NA
west indies (british),1969,NA
west indies (british),1970,NA
west indies (british),1971,NA
west indies (british),1972,NA
west indies (british),1973,NA
west indies (british),1974,NA
west indies (british),1975,NA
west indies (netherlands),1947,NA
west indies (netherlands),1952,NA
west indies (netherlands),1956,NA
west indies (netherlands),1957,NA
west indies (netherlands),1958,NA
west indies (netherlands),1959,NA
west indies (netherlands),1960,NA
west indies (netherlands),1961,NA
west indies (netherlands),1962,NA
west indies (netherlands),1963,NA
west indies (netherlands),1964,0
west indies (netherlands),1965,0
west indies (netherlands),1966,NA
west indies (netherlands),1967,NA
west indies (netherlands),1968,NA
west indies (netherlands),1969,NA
west indies (netherlands),1970,NA
west indies (netherlands),1971,NA
west indies (netherlands),1972,NA
west indies (netherlands),1973,NA
west indies (netherlands),1974,NA
west indies (netherlands),1975,NA
windward islands,1947,NA
windward islands,1952,NA
windward islands,1956,NA
windward islands,1957,NA
windward islands,1958,NA
windward islands,1959,NA
windward islands,1960,NA
windward islands,1961,NA
windward islands,1962,NA
windward islands,1963,0
windward islands,1964,NA
windward islands,1965,NA
windward islands,1966,0
windward islands,1967,NA
windward islands,1968,NA
windward islands,1969,NA
windward islands,1970,NA
windward islands,1971,NA
windward islands,1972,NA
windward islands,1973,NA
windward islands,1974,NA
windward islands,1975,NA
yemen,1947,NA
yemen,1952,NA
yemen,1956,NA
yemen,1957,NA
yemen,1958,NA
yemen,1959,NA
yemen,1960,NA
yemen,1961,NA
yemen,1962,NA
yemen,1963,NA
yemen,1964,0
yemen,1965,0
yemen,1966,0
yemen,1967,0
yemen,1968,0
yemen,1969,0
yemen,1970,0
yemen,1971,NA
yemen,1972,0
yemen,1973,0
yemen,1974,NA
yemen,1975,NA
yugoslavia,1947,150000
yugoslavia,1952,NA
yugoslavia,1956,NA
yugoslavia,1957,NA
yugoslavia,1958,NA
yugoslavia,1959,NA
yugoslavia,1960,899310
yugoslavia,1961,NA
yugoslavia,1962,NA
yugoslavia,1963,1000000
yugoslavia,1964,1035003
yugoslavia,1965,1030041
yugoslavia,1966,1030041
yugoslavia,1967,1046202
yugoslavia,1968,1029759
yugoslavia,1969,1013500
yugoslavia,1970,1146100
yugoslavia,1971,1096092
yugoslavia,1972,1049000
yugoslavia,1973,1025000
yugoslavia,1974,1025476
yugoslavia,1975,1076711
zaire,1947,NA
zaire,1952,NA
zaire,1956,NA
zaire,1957,NA
zaire,1958,NA
zaire,1959,NA
zaire,1960,NA
zaire,1961,NA
zaire,1962,NA
zaire,1963,NA
zaire,1964,NA
zaire,1965,NA
zaire,1966,NA
zaire,1967,NA
zaire,1968,NA
zaire,1969,NA
zaire,1970,NA
zaire,1971,NA
zaire,1972,0
zaire,1973,NA
zaire,1974,NA
zaire,1975,NA
zambia,1947,NA
zambia,1952,NA
zambia,1956,NA
zambia,1957,NA
zambia,1958,NA
zambia,1959,NA
zambia,1960,0
zambia,1961,NA
zambia,1962,NA
zambia,1963,NA
zambia,1964,NA
zambia,1965,0
zambia,1966,0
zambia,1967,0
zambia,1968,0
zambia,1969,0
zambia,1970,0
zambia,1971,0
zambia,1972,0
zambia,1973,NA
zambia,1974,NA
zambia,1975,NA
zanzibar,1947,NA
zanzibar,1952,NA
zanzibar,1956,NA
zanzibar,1957,NA
zanzibar,1958,NA
zanzibar,1959,NA
zanzibar,1960,NA
zanzibar,1961,NA
zanzibar,1962,NA
zanzibar,1963,NA
zanzibar,1964,NA
zanzibar,1965,NA
zanzibar,1966,NA
zanzibar,1967,NA
zanzibar,1968,NA
zanzibar,1969,NA
zanzibar,1970,NA
zanzibar,1971,NA
zanzibar,1972,NA
zanzibar,1973,NA
zanzibar,1974,NA
zanzibar,1975,NA
zanzibar (british protectorate),1947,NA
zanzibar (british protectorate),1952,NA
zanzibar (british protectorate),1956,NA
zanzibar (british protectorate),1957,NA
zanzibar (british protectorate),1958,NA
zanzibar (british protectorate),1959,NA
zanzibar (british protectorate),1960,NA
zanzibar (british protectorate),1961,NA
zanzibar (british protectorate),1962,NA
zanzibar (british protectorate),1963,NA
zanzibar (british protectorate),1964,NA
zanzibar (british protectorate),1965,NA
zanzibar (british protectorate),1966,NA
zanzibar (british protectorate),1967,NA
zanzibar (british protectorate),1968,NA
zanzibar (british protectorate),1969,NA
zanzibar (british protectorate),1970,NA
zanzibar (british protectorate),1971,NA
zanzibar (british protectorate),1972,NA
zanzibar (british protectorate),1973,NA
zanzibar (british protectorate),1974,NA
zanzibar (british protectorate),1975,NA
