year\variable,category,area_prefix,area,party_name,population_est,party_membership,cp_membership_num,pct_of_pop,status,sino_soviet,pub_names,pub_circs,date_founded,party_leader,pct_vote,vote_as_of,seats_txt,seats_controlled,total_seats,seats_pct,leg_text,last_congress
,,,Guatemala,Guatemalan Party of Labor (PGT),9116877,250 est,250,,0,,,,1952,"Carlos Gonzalez Orellana (""Camarilla"" faction), Juan Manuel Diaz/Mario Sanchez (National Leadership Nucleus faction has taken the new name of ""PGT 6 de Enero"")",N/A,1985,,N/A,N/A,,,"Fourth, Dec. 1969; First, 1988"
,,,Guyana,People's Progressive Party (PPP),765461,300 est (100 leadership),300,,+,,,,1950,Cheddi Jagan,16.8,1985,8 of 53 elected members,8,53,,,"Twenty-third, 30 July-1 Aug. 1988"
,,,Haiti,Unified Party of Haitian Communists (PUCH),6322198,350 est,350,,+,,,,1968,Rene Theodore,N/A,1988,(PUCH boycotted),N/A,N/A,,,"First, 1979"
,,,Honduras,"Communist Party of Honduras (PCH) (one of six in the Honduran Revolutionary Movement, MHR, 1982)",5103772,100 est; (less than 100),100,,0,,,,1954,"Rigoberto Padilla Rush (in exile), Mario Sosa Navarro (leader in Honduras)",N/A,1985,,N/A,N/A,,,"Fourth, Jan. 1986 (clandestine)"
,,,Jamaica,Workers' Party of Jamaica (WPJ); Jamaican Communist Party (JCP),2484957,100 est; no data,100,,+; +,,,,1978; 1975,Trevor Munroe,N/A,1989,(WPJ did not contest),N/A,N/A,,,"Fourth, 11-13 Sept. 1988; no data"
,,,Martinique,Martinique Communist Party (PCM),331511,1000 est,1000,,+,,,,1957,Armand Nicolas,N/A,1988,2 of 45 (local assembly); none in Paris,2,45,,,"Ninth, 12-13 Dec. 1988"
,,,Mexico,Mexican Socialist Party (PMS); Democratic Revolution Party (PRD),86336019,90000 cl; no data,90000,,+,,,,1987; May 1989,Gilberto Rincon Gallardo; Cuauhtemoc Cardenas (noncommunist coordinator general),N/A,1988,(presid.),N/A,N/A,,,"First, 14 May 1989; N/A"
,,,Nicaragua,"Nicaraguan Socialist Party (PSN); Communist Party of Nicaragua (PCN, splinter of PSN); Sandinista Front of National Liberation (FSLN)",3519620,1400 est; 1600 est; 5500 est,8500,,+; +; *,,,,1937; 1970; 1961,Gustavo Tablada; Eli Altamirano Perez; Daniel Ortega (coord. Of Executive Commission),1.3; ca. 2.0; 63.0,1984,2 of 96; 2 of 96; 61 of 96,65,96,,,"Tenth, Oct. 1973; Second, June 1986; FSLN Assembly, 18 Feb. & 24 Sept. 1989"
,,,Panama,People's Party (PDP),2373053,"25600 cl (based on signatures), (750 militants, est)",26350,,+,,,,1943,Ruben Dario Sousa,2,1984,None,0,N/A,,,"Eighth, 24-26 Jan. 1986"
,,,Paraguay,Paraguayan Communist Party (PCP),4522172,4000 est,4000,,0 (but tolerated),,,,1928,"Julio Rojas (acting), Antonio Maidana (arrested in 1980)",N/A,1989,,N/A,N/A,,,"Third, 10 Apr. 1971"
,,,Peru,Peruvian Communist Party (PCP),21448501,4000 est,4000,,+,,,,1928,Jorge del Prado Chavez,26,1985,48 of 180 United Left Coalition; 6 PCP repr. Of 48,48,180,,,"Ninth, 27-30 May 1987"
,,,Puerto Rico,Puerto Rican Communist Party (PCP),3300707,100 est,100,,+,,,,1934,Frank Irrizarry,N/A,1988,None (did not contest),0,N/A,,,"Fourth, 1954"
,,,USA,Communist Party USA (CPUSA),248231030,20000 cl (4000-6000 est),5000,,+,,,,1919,Gus Hall,N/A,1988,None (did not contest),0,N/A,,,"Twenty-fourth, 13-16 Aug. 1987 (nat'l conference, 14-16 July)"
,,,Uruguay,Communist Party of Uruguay (PCU),2988813,"11000 cl (Pravda, 14, 22 Dec. 1987)",11000,,+,,,,1920,"Jaime Perez Gerschuni, Rodney Arismendi (chairman) (died, 27 Dec.)",34,1989,"22 of 99, Frente Amplio coal. (10% and 11 seats for PCU)",22,99,,,"Twenty-first, 7-11 Dec. 1988"
,,,Venezuela,Communist Party of Venezuela (PCV),19263376,4000 est,4000,,+,,,,1931,Alonso Ojeda Olaechea,2,1988,1 of 201,1,201,,,"Seventh, 24-27 Oct. 1985"
1990,Asia and the Pacific (20),,Australia,Communist Party of Australia (CPA); Socialist Party of Australia (SPA),16451955,1000 est; 500 est,1500,,+; +,,,,1920; 1971,"Brian Aarons, et al. (nat'l executive); Peter Dudley Symon, Jack McPhillips (pres.)",0.3; negl.,1987,None; None,0,N/A,,,"Thirtieth/special, 2-3 Dec. 1989 (voted to dissolve, create New Left Party); Sixth, 3 Oct. 1988"
,,,Bangladesh,Communist Party of Bangladesh (CPB),114718395,5000 est (9911 cl),5000,,+,,,,1948,"Saifuddin Ahmed Manik Nurul Islam, sec. of CPB (FBIS-NES, 12 May 1989)",0,1988,boycotted,N/A,N/A,,,"Fourth, 7-11 Apr. 1987"
,,,Burma,Burmese Communist Party (BCP),40451732,"3000 cl (several hundred, est)",3000,,0,,,,1939,[Thakin] Ba Thein Tin (chairman),N/A,1985,,N/A,N/A,,,"Third, 9 Sept.-2 Oct. 1985"
,,,Cambodia,"Khmer People's Revolutionary Party (KPRP); Party of Democratic Kampuchea (PDK), or Kampuchean Communist Party (KCP)",6838033,10000 cl; no data,10000,,*; 0,,,,1951; 1951,Heng Samrin; Pol Pot (officially until 1981),N/A,1981; N/A,All 117; n/a,117,117,,,"Fifth, 13-16 Oct. 1985 (national conference of cadres, 5-12 April); Third, 14 Dec. 1975"
,,,China,Chinese Commuist Party (CCP),1112298677,48000000 cl,48000000,,*,,,,1921,"Zhao Ziyang (to 24 June), Jiang Zemin",N/A,1987,All 3202 CCP approved,3202,3202,,,"Thirteenth, 25 Oct.-1 Nov. 1987"
,,,India,Communist Party of India (CPI); Communist Party of India Marxist (CPM); United Communist Party of India (UCPI),833421982,467539 cl; 450000 cl; negligible,917539,,+; +; +,,,,1928; 1964; 1989,C. Rajeswara Rao; E.M.S. Namboodiripad; Mohit Sen (gen. sec.) S. A. Dange (chmn.),N/A,1989,"No % data, 12 of 545; 32 of 545; negl.",44,545,,,"Fourteenth, 6-12 Mar. 1989; Thirteenth, 26-31 Dec. 1988; Nat'l conf. in Salem, 29 May 1989"
,,,Indonesia,Indonesian Communist Party (PKI) (split),187651163,"1500 est, ca. 200 exiles",1700,,0,,,,1920,"Jusuf Adjitorop (pro-Beijing faction), Thomas Sinuraya (pro-Moscow faction)",N/A,1987,n/a,N/A,N/A,,,"Seventh Extraord., Apr. 1962"
,,,Japan,Japan Communist Party (JCP),123220129,470000 est,470000,,+,,,,1922,"Hiromu Murakami to June, Tetsuzo Fuwa (Presidium chairman),  Kenji Miyamoto (CC chairman)",8.8,1989,27 of 512,27,512,,,"Eighteenth, 26-28 Nov. 1987"
,,,Korea (North),Korean Workers' Party (KWP),22521223,3000000 cl,3000000,,*,,,,1946,Kim Il-song,100,1986,All 706 KWP approved,706,706,,,"Sixth, 10-15 Oct. 1980"
,,,Laos,Lao People's Revolutionary Party (LPRP),3935786,40000 cl,40000,,*,,,,1955,Kaysone Phomvihane,N/A,1989,Supreme People's Assembly (65 of 79 are LPRP members)),65,79,,,"Fourth, 13-15 Nov. 1986"
,,,Malaysia,Communist Party of Malaya (CPM) (may be active under new party name per agreement of 2 Dec.); Communist Party of Malaysia (MCP),16726766,1300 est; 800 est,2100,,0; 0,,,,1930; 1983,Chin Peng (pseud.); Ah Leng,N/A,1984,,N/A,N/A,,,1965 (last known); unknown
,,,Mongolia,Mongolian People's Revolutionary Party (MPRP),2145463,89312 cl,89312,,*,,,,1921,Jambyn Batmonh (Dzamblin Batmunkh),93.5,1986,346 of 370 MPRP approved,N/A,N/A,,,"Nineteenth, 28-31 May 1986"
,,,Nepal,Nepal Communist Party (NCP) (factions),18699884,10000 est (75% pro-Beijing and neutral),10000,,0,,,,1949,Man Mohan Adhikary,N/A,1986,n/a,N/A,N/A,,,"Third, 1961 (before split; right wing held its own third in 1968)"
,,,New Zealand,Communist Party of New Zealand (CPNZ); Socialist Unity Party (SUP),3372763,100 est; 300 est,400,,+; +,,,,1921; 1966,"Harold Crook (chairman); George H. Jackson (pres.), Marilyn Tucker (gen. sec.)",N/A,1987,none,0,N/A,,,"Twenty-third, 22 Apr. 1984; Eighth, 22-24 Oct. 1988"
,,,Pakistan,Communist Party of Pakistan (CPP),110407376,under 200 est,200,,+,,,,1948,Ali Nazish,N/A,1988,,N/A,N/A,,,"Third, 25-27 May 1989"
,,,Philippines,Philippine Communist Party (PKP); Communist Party of the Philippines (CPP),64906990,5000 est (range 5-8000); 30000 est (range 30000-40000),35000,,+; 0,,,,1930; 1968,"Merlin Magallona (gen. sec.) Felicismo Macapagal (chmn.); Benito Tiamzon (acting chmn.), Jose Maria Sison (chmn. In absentia)",N/A,1987,,N/A,N/A,,,"Ninth, Dec. 1986; Founding/Reest., 26 Dec. 1968-7 Jan. 1969"
,,,Singapore,"Communist Party of Malaya, branch (CPM)",2674362,300 est,300,,0,,,,1930,Chin Peng (pseud.),N/A,1984,,N/A,N/A,,,unknown
,,,Sri Lanka,Communist Party of Sri Lanka (CPSL); Janatha Vimukthi Peramuna (JVP),16883130,5000 est; no data,5000,,+; +,,,,1943; 1968,"Kattorge P. Silva; Rohana Wijewwera (leader), Upatissa Gamanayake (dep.) (both killed Nov. 1989)",2.9,1989,"3 of 225, as part of United Socialist Alliance; did not contest",3,225,,,"Thirteenth, 22-26 March 1987, Extraordinary, 9-11 Dec. 1989; no data"
,,,Thailand,Communist Party of Thailand (CPT),55524352,375 est (range 250-500),375,,0,,,,1942,"Thong Jaensri (unconfirmed, pseudonym?)",N/A,1988,n/a,N/A,N/A,,,"Fourth, Mar.-Apr. 1984 (clandestine)"
,,,Vietnam,Vietnamese Communist Party (VCP),66820544,2195824 cl,2195824,,*,,,,1930,Nguyen Van Linh,98.8,1987,"496, all VCP endorsed",496,496,,,"Sixth, 15-18 Dec. 1986"
1990,Eastern Europe and the USSR (9),,Albania,Albanian Party of Labor (APL),3208033,147000 cl,147000,,*,,,,1941,Ramiz Alia,100,1987,All 250 Democratic Front,250,250,,,"Ninth, 3-8 Nov. 1986"
,,,Bulgaria,Bulgarian Communist Party (BCP),8985800,984000 cl,984000,,*,,,,1903,"Todor Zhivkov, to 10 Nov. 1989, Petur Toshev Mladenov",99.9,1986,All 400 Fatherland front,400,400,,,"Thirteenth, 2-5 Apr. 1986"
,,,Czechoslovakia,Communist Party of Czechoslovakia (KSC),15658079,1574690 cl,1574690,,*/+,,,,1921,"Milos Jakes, Karel Urbanek, Ladislav Adamec (chmn.), Vasil Mohorita",99.94,1986,All 350 National Front,350,350,,,"Seventeenth, 24-28 Mar. 1986, Extraordinary, 20-21 Dec. 1989"
,,,Germany: German Democratic Republic,Socialist Unity Party (SED); Socialist Unity Party-Party of Democratic Socialists (SED-PDS),16586490,ca. 1000000 cl,1000000,,*/+,,,,1946; 1989,"Erich Honecker to Nov., Egon Krenz to Dec., Gregor Gysi",99.94,1986,All 500 National Front,500,500,,,"Eleventh, 17-21 Apr. 1986, Extraordinary, 8-10, 16-17 Dec. 1989"
,,,Hungary,Hungarian Socialist Worker's Party (HSWP) reconstituted; Hungarian Socialist Party (HSP) split from HSWP,10566944,82000 cl; 50000 cl,132000,,*/+; +,,,,1956; 1989,"Karoly Grosz to 7 Oct. 1989, Gyula Thurmer; Rezso Nyers",98.9,1985,All 352 Patriotic People's Front,352,352,,,"Reconst./Fourteenth, 14 Dec. 1989; Founding/Fourteenth, 6-10 October 1989"
,,,Poland,"Polish United Workers' Party (PZPR); Social Democracy of the Polish Republic (SDRP); New Party of Polish Leftist Forces (USDRP, split from SDRP)",38169800,1000000 est (2000000 cl); 5000 est; ca. 100 est,1005100,,*; +; +,,,,1948; 1990; 1990,"Wojciech Jaruzelski to July 1989, Mieczyslaw F. Rakowski to 27 Jan. 1990; Aleksander Kwasniewski; Tadeusz Fiszbach (pres.)",78.8,1985,All 460 Fatherland Front,460,460,,,"Eleventh, 27 Jan. 1990; Founding, 29 Jan. 1990; "
,,,Romania,Romanian Communist Party (PCR); National Salvation Front,23153475,none; no data,0,,*/+;,,,,1921; ,Nicolae Ceausescu to 25 Dec.; Ion Iliescu,97.8,1985,All 369 Socialist Democracy and Unity Front,369,369,,,"Fourteenth, 20-24 Nov. 1989; "
,,,USSR,Communist Party of the Soviet Union (CPSU),288742342,19487822 cl,19487822,,*,,,,1898,Mikhail S. Gorbachev,N/A,1989,2250 (87.6% are CPSU members),2250,2250,,,"Twenty-seventh, 25 Feb.-6 Mar. 1986"
,,,Yugoslavia,League of Communists of Yugoslavia (LCY),23724919,ca 1868000 cl,1868000,,*,,,,1920,"Stipe Suvar (pres. Of Presidium until May), Milan Pancevski",N/A,1986,All 308 LCY-approved Socialist Alliance,308,308,,,"Thirteenth, 25-28 June 1986"
1990,Middle East (15),,Afghanistan,People's Democratic Party of Afghanistan (PDPA),14825013,30000 est (200000 cl),30000,,*,,,,1965,Mohammed Najibullah,38,1988,69 of 184 elected of 234 total (National Front) (22.6% and 42 for PDPA),69,184,,,"Second nat'l conference, 18-19 Oct. 1987"
,,,Algeria,Socialist Vanguard Party (PAGS),24946073,no data,N/A,,0/+,,,,1920,Sadiq Hadjeres (first secretary),N/A,1982,,N/A,N/A,,,"Sixth, Feb. 1952"
,,,Bahrain,Bahrain National Liberation Front (NLF/B),496759,negligible,0,,0,,,,1955,"Saif ben Ali (gen. sec.), Yusuf al-Hassan al-Ajajai (chairman, not noted since 1983)",N/A,,n/a,N/A,N/A,,,unknown
,,,Egypt,Egyptian Communist Party (ECP),54777615,500 est,500,,0,,,,1921,Farid Mujahid (apparently),N/A,1987,n/a,N/A,N/A,,,"Second, Sept. 1984"
,,,Iran,Communist Party of Iran (Tudeh Party) (dissolved May 1983),53866523,1500 est,1500,,0,,,,1941,"Ali Khavari (first sec. of CC, party leader in exile)",N/A,1988,n/a,N/A,N/A,,,"National Conference, 1986"
,,,Iraq,Iraqi Communist Party (ICP),18073969,no data,N/A,,0,,,,1934,Aziz Muhammad (first secretary),N/A,1989,n/a,N/A,N/A,,,"Fourth, 10-15 Nov. 1985"
,,,Israel,"Communist Party of Israel (CPI, ""Rakah""); Palestine Communist Party",4371478 (excl. E. Jerusalem and the West Bank),2000 est,2000,,+,,,,1948; 1922,Meir Vilner,3.7,1988,4 of 120 (with Dem. Front of Peace and Equality),4,120,,,"Twentieth, 4-7 Dec. 1985"
,,,Jordan,Communist Party of Jordan (CPJ),2955660,no data,N/A,,0,,,,1951,Dr. Ya'qub Zayadin,N/A,1989,1 of 80 (but not as CPJ member),1,80,,,"Second, Dec. 1983"
,,,Lebanon,Lebanese Communist Party (LCP); Organization of Communist Action in Lebanon (OCAL),3300802,2500 est (14000-16000 cl); 1500 est,4000,,+; +,,,,1924; 1970,George Hawi; Muhsin Ibrahim,N/A,1972,None,0,N/A,,,"Fifth, 3-5 Feb. 1987; First, 1971"
,,,Morocco,"Party of Progress and Socialism (PPS) (Moroccan Communist Party, 1943)",25605579,ca. 4500 est (50000 cl),4500,,+,,,,1974,Ali Yata,2.3,1984,2 of 306,2,306,,,"Fourth, 17-19 July 1987"
,,,Palestine,Palestine Communist Party (PCP),4500000,no data,N/A,,0,,,,1982,Bashir al-Barghuti (presumably),N/A,,n/a,N/A,N/A,,,"First, 1984 (or late 1983)"
,,,Saudi Arabia,Communist Party of Saudi Arabia (CPSA),16108539,negligible,0,,0,,,,1975,Mahdi Habib,N/A,,n/a (absolute monarchy),N/A,N/A,,,"Third, Aug. 1989"
,,,Syria,Syrian Communist Party (SCP),12010564,5000 est,5000,,+,,,,1924,"Khalid Bakhdash to May, Yusuf Faysal (succeeded Bakhdash)",N/A,1986,8 of 195,8,195,,,"Sixth, July 1986"
,,,Tunisia,Tunisian Communist Party (PCT),7916104,2000 est (4000 cl),2000,,+,,,,1934,Muhammad Harmel (first secretary),N/A,1989,none,0,N/A,,,"Tenth, June 1989"
,,,Yemen (PDRY),Yemen Socialist Party (YSP),2503641,31000 cl (incl. cand. Members),31000,,*,,,,1978,Ali Salim al-Bayd,N/A,1986,All 111 YSP approved,111,111,,,"Fourth, 20-21 June 1987"
1990,Western Europe (23),,Austria,Communist Party of Austria (KPO),7584766,15000 est,15000,,+,,,,1918,Franz Muhri (chairman),0.72,1986,none,0,N/A,,,"Twenty-sixth, 25-28 Mar. 1987"
,,,Belgium,Belgian Communist Party (PCB/KPB),9887998,5000 est,5000,,+,,,,1921,Louis van Geyt (president),0.8,1987,none,0,N/A,,,"Twenty-sixth, 18-19 Mar. 1989"
,,,Cyprus,"Progressive Party of the Working People (AKEL) (Communist Party of Cyprus, 1922)",700009,15000 cl,15000,,+,,,,1941,Dimitris Christofias,27.4,1985,15 of 56,15,56,,,"Sixteenth, 26-30 Nov. 1986, Extraordinary Congress, 20 Dec. 1987"
,,,Denmark,Communist Party of Denmark (DKP),5129659,7400 est,7400,,+,,,,1919,"Poul Emanuel (party sec.), Ole Sohn (chairman)",0.8,1988,none,0,N/A,,,"Twenty-eighth, 16-19 Apr. 1987"
,,,Finland,Finnish Communist Party (SKP); Finnish Communist Party-Unity (SKP-Y); Communist Workers' Party (KTP),4963359,21000 est; 13500 est; 200 est,34700,,+,,,,1918; 1986; 1988,"Helja Tammisola (gen. sec.), Jorma Wahlstrom (chairman); Yrjo Hakanan (gen. sec.), Jouko Kajanoja (chmn. To Oct., replaced by Esko-Juhani Tennila); Heikki Mannikko (gen. sec.), Timo Lahdenmaeki (chairman)",9.4; 4.3; registered,1987,"16 of 200 SKDL Front (11 of 16 for SKP); 4 of 200 DEVA Front; registered, part of DEVA Front",20,200,,,"Twenty-first, 12-15 June 1987; First, 5-7 June, 1987; First, 17-18 June 1989 (founding, 23-24 May 1988)"
,,,France,French Communist Party (PCF),55994085,200000 cl,200000,,+,,,,1920,Georges Marchais,11.3,1988,25 of 577 (and two from overseas depts.),25,577,,,"Twenty-sixth, 2-6 Dec. 1987"
,,,Germany: Federal Republic of Germany,German Communist Party (DKP),60977195 (excl. W. Berlin),27500 (BfV est.) (400000 cl.),27500,,+,,,,1968,Herbert Mies (chairman),0.5,1987,none for Peace List in which DKP participated,0,N/A,,,"Ninth, 6-9 Jan. 1989"
,,,Great Britain,Communist Party of Great Britain (CPGB),57028169,7500 est,7500,,+,,,,1920,Gordon McLennan (resigned at congress),0.01,1987,none,0,N/A,,,"Forty-first, 25-28 Nov. 1989"
,,,Greece,Communist Party of Greece (KKE); Communist Party of Greece-Interior (KKE-I); KKE-I Renovating Left; Greek Left (E.AR),10041414,50000 est; (split into two factions); no data; no data,50000,,+; +; +; +,,,,1921; 1968; 1987; 1987,"Grigoris Farakos (gen. sec.), Kharilaos Florakis (chairman); ; Giannis Banias; Leonidas Kyrkos",10.97,1989,21 of 300 (Coalition of the Left and Progress),21,300,,,"Twelfth, 12-16 May 1987; Fourth, May 1986; ; 24-26 April 1987"
,,,Iceland,People's Alliance (PA),248501,3000 est,3000,,+,,,,1968,Olafur Ragnar Grimsson (chairman),13.2,1987,8 of 63,8,63,,,"Biennial Congr., 16-20 Nov. 1989"
,,,Ireland,Communist Party of Ireland (CPI),3550352,500 est,500,,+,,,,1933,James Stewart,N/A,1989,none,0,N/A,,,"Twentieth, 28-29 Oct. 1989"
,,,Italy,Italian Communist Party (PCI),57557767,800000 cl,800000,,+,,,,1921,Achille Ochetto,26.6,1987,177 of 630,177,630,,,"Eighteenth, 17-22 March 1989"
,,,Luxembourg,Communist Party of Luxembourg (CPL),366329,600 est,600,,+,,,,1921,Rene Urbany (chairman),3.6,1989,1 of 64,1,64,,,"Twenty-fifth, 23-24 Apr. 1988"
,,,Malta,Communist Party of Malta (CPM),351307,300 est,300,,+,,,,1969,Anthony Vassallo,0.08,1987,none,0,N/A,,,"Fourth, 15-17 July 1988"
,,,Netherlands,Communist Party of the Netherlands (CPN),14790125,4000 est (range of 3000-5000),4000,,+,,,,1909,Elli Izeboud (chairman),4.1,1989,6 of 150 (with Green Left),6,150,,,"Thirty-first, 8-11 April 1989"
,,,Norway,Norwegian Communist Party (NKP); Workers' Communist Party (AKP),4202502,ca. 1750 est.; ca. 6000 est,7750,,+; +,,,,1923; 1973,Kare Andre Nilsen (chairman); Siri Jensen (chairman),0.84,1989,none (Joint with AKP); none (see NKP above),0,N/A,,,"Nineteenth, 23-26 Apr. 1987; Fifth, Dec. 1988 (secret)"
,,,Portugal,Portuguese Communist Party (PCP),10459701,over 199275 cl,199275,,+,,,,1921,Alvaro Cunhal,11,1987,30 of 250 United People's  Alliance Coalition (25 of 30 for PCP),30,250,,,"Twelfth, 1-4 Dec. 1988"
,,,San Marino,Communist Party of San Marino (PCS),22980,1200 cl (300 est),300,,+,,,,1921,Gilberto Ghiotti,28.71,1988,18 of 60,18,60,,,"Eleventh, 27 Jan. 1986"
,,,Spain,Spanish Communist Party (PCE); Communist Party of the Peoples of Spain (PCPE); Spanish Workers' Party-Communist Unity (PTE-UC),39417220,83000 cl; 16500 est; 14000 est,113500,,+; +; +,,,,1920; 1984; 1987,"Julio Anguita Gonzalez; Juan Ramos Camarero; Adolfo Pinedo (gen. sec.), Santiago Carrillo (chairman)",9.05,1989,18 of 350 United Left Coalition; as above; none,18,350,,,"Twelfth, 19-21 Feb. 1988; Third extraord., March 1989; First, 8 Feb.1987"
,,,Sweden,Left Party Communists (VPK); Communist Workers' Party (APK),8401098,17800 cl; 5000 cl,22800,,+; +,,,,1921; 1977,Lars Werner (chairman); Rolf Hagel (chairman),5.8,1988,21 of 349; no data,21,349,,,"Twenty-eighth, 23-25 May 1987; Twenty-ninth, 4-6 May 1989"
,,,Switzerland,Swiss Labor Party (PdAS),6611019,4500 est,4500,,+,,,,1921,Jean Spielman,0.8,1987,1 of 200,1,200,,,"Thirteenth, 27 Feb.-1 Mar. 1987"
,,,Turkey,United Communist Party of Turkey (UCPT),55355831,negligible,0,,0,,,,1988,"Haydar Kutlu (gen. sec.), Nihat Sargin (chairman)",N/A,1987,n/a,N/A,N/A,,,"First, 12-13 Oct. 1988"
,,,West Berlin,Socialist Unity Party of West Berlin (SEW),1869000,7000 cl,7000,,+,,,,1949,"Horst Schmitt, died Apr. 1989, Dietmar Ahrens",0.6,1989,none,0,N/A,,,"Eighth, 15-27 May 1987"
